restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,orders,revenue,cost,profit,profit_margin
Malties - Radisson Blu,Lounge,4.3,53,4500.0,No,No,"Continental, Fast Food",Marathahalli,Marathahalli,4.3,19350.0,13545.0,5805.0,30.0
Mama Mia!,Dessert Parlor,3.9,111,400.0,Yes,No,"Desserts, Cafe",Lavelle Road,Seshadripuram,3.9,1560.0,1092.0,468.0,30.0
Mamagoto,Casual Dining,4.4,2558,1600.0,Yes,Yes,"Asian, Thai, Chinese, BBQ, Momos",Indiranagar,Indiranagar,4.4,7040.000000000001,4928.0,2112.000000000001,30.00000000000001
Mamaji's,Casual Dining,2.8,40,600.0,Yes,No,North Indian,Kalyan Nagar,HBR Layout,2.8,1680.0,1176.0,504.0,30.0
Mamatha Restaurant,Casual Dining,2.6,74,700.0,Yes,No,"Biryani, Hyderabadi, North Indian",HSR,Bommanahalli,2.6,1820.0,1274.0,546.0,30.0
Mambos Cafe,Cafe,3.9,62,1100.0,No,No,"Cafe, Continental, Beverages, Fast Food",Frazer Town,Frazer Town,3.9,4290.0,3003.0,1287.0,30.0
Mamma Mexicana,Casual Dining,2.2,406,1000.0,Yes,Yes,Mexican,Brigade Road,MG Road,2.2,2200.0,1540.0,660.0,30.0
Manasa Andhra Style Multi Cuisine Restaurant,Casual Dining,3.6,70,800.0,No,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City,3.6,2880.0,2015.9999999999998,864.0000000000002,30.00000000000001
Manasa Cool Cafe,Cafe,3.2,7,300.0,Yes,No,"Fast Food, Juices, Cafe, Desserts",Electronic City,Electronic City,3.2,960.0,672.0,288.0,30.0
Manasa Fishland,Casual Dining,4.1,201,650.0,Yes,No,"Seafood, South Indian, North Indian",Kalyan Nagar,Kalyan Nagar,4.1,2664.9999999999995,1865.4999999999995,799.5,30.000000000000004
Manbhavan Premium Thali Restaurant,Casual Dining,4.0,485,1000.0,Yes,No,"Hyderabadi, Gujarati, Maharashtrian",Whitefield,Whitefield,4.0,4000.0,2800.0,1200.0,30.0
Manchow,Casual Dining,3.8,157,600.0,Yes,Yes,"Chinese, Asian, Momos",Bellandur,Bellandur,3.8,2280.0,1596.0,684.0,30.0
Manchu Cafe,Quick Bites,3.7,24,300.0,Yes,No,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",Koramangala 7th Block,BTM,3.7,1110.0,777.0,333.0,30.0
Mandara - Imera Spa & Resort,Casual Dining,3.5,115,1200.0,No,No,"North Indian, South Indian, Chinese",Sarjapur Road,Sarjapur Road,3.5,4200.0,2940.0,1260.0,30.0
Mandarin Box,Quick Bites,3.9,80,500.0,No,No,Chinese,Brigade Road,Church Street,3.9,1950.0,1365.0,585.0,30.0
Mandi,Casual Dining,3.8,560,800.0,Yes,Yes,North Indian,Bannerghatta Road,JP Nagar,3.8,3040.0,2128.0,912.0,30.0
Mandya Gowdru Donne Biriyani,Quick Bites,3.8,281,350.0,Yes,No,"Biryani, South Indian",Bellandur,HSR,3.8,1330.0,930.9999999999999,399.0000000000001,30.00000000000001
Mandya Gowdru Hotel,Quick Bites,3.3,5,200.0,No,No,South Indian,Brookefield,Brookefield,3.3,660.0,461.99999999999994,198.00000000000006,30.00000000000001
Mandya Naati Style Hotel,Quick Bites,3.3,4,300.0,No,No,South Indian,Marathahalli,Marathahalli,3.3,990.0,693.0,297.0,30.0
Mandya Umesh Nati Style Hotel,Quick Bites,3.4,7,350.0,No,No,South Indian,Marathahalli,Marathahalli,3.4,1190.0,833.0,357.0,30.0
Mane Holige,"Sweet Shop, Quick Bites",4.3,141,200.0,No,No,"Mithai, South Indian",Basavanagudi,Jayanagar,4.3,860.0,602.0,258.0,30.0
Mane Thindi,Quick Bites,3.7,130,200.0,No,No,South Indian,Banashankari,Banashankari,3.7,740.0,518.0,222.0,30.0
Mangala Hotel,Quick Bites,2.8,40,100.0,No,No,South Indian,Bellandur,Sarjapur Road,2.8,280.0,196.0,84.0,30.0
Mangalore Kitchen,Quick Bites,3.8,42,500.0,Yes,No,"North Indian, Arabian, Chinese",Rajajinagar,Vijay Nagar,3.8,1900.0,1330.0,570.0,30.0
Mangalore Lunch Home,Quick Bites,3.1,33,300.0,Yes,No,"Mangalorean, Seafood",Kalyan Nagar,HBR Layout,3.1,930.0,651.0,279.0,30.0
Mangalore Pearl,Casual Dining,3.8,242,650.0,Yes,No,"Mangalorean, Seafood, Chinese, Biryani",Banashankari,Jayanagar,3.8,2470.0,1729.0,741.0,30.0
Mangalore pearl - Seafood Restaurant,Casual Dining,4.3,94,550.0,Yes,No,"Mangalorean, Seafood",Brigade Road,Ulsoor,4.3,2365.0,1655.5,709.5,30.0
Mango Greens,Casual Dining,3.9,48,900.0,No,Yes,"North Indian, Continental, Chinese",Bannerghatta Road,JP Nagar,3.9,3510.0,2457.0,1053.0,30.0
Mango Tree Grand,Quick Bites,3.8,112,700.0,Yes,No,"Andhra, North Indian",Bellandur,Bellandur,3.8,2660.0,1861.9999999999998,798.0000000000002,30.00000000000001
Mango Tree- The Beer Garden,Casual Dining,4.1,1320,1200.0,Yes,Yes,"North Indian, Chinese, Continental",Bannerghatta Road,JP Nagar,4.1,4920.0,3444.0,1476.0,30.0
Manifest Cafe,Casual Dining,3.5,10,500.0,No,No,"South Indian, North Indian, Chinese",Banashankari,Banashankari,3.5,1750.0,1225.0,525.0,30.0
Mani's Dum Biryani,Casual Dining,3.5,119,750.0,Yes,No,"Biryani, Kebab",Kalyan Nagar,Kalyan Nagar,3.5,2625.0,1837.4999999999998,787.5000000000002,30.00000000000001
Manjit Da Dhaba,Quick Bites,4.3,783,300.0,Yes,No,North Indian,Brigade Road,Frazer Town,4.3,1290.0,902.9999999999999,387.0000000000001,30.00000000000001
Manju's Kitchen,Quick Bites,3.3,13,200.0,Yes,No,Biryani,Indiranagar,Indiranagar,3.3,660.0,461.99999999999994,198.00000000000006,30.00000000000001
Manjushree Upahara,Quick Bites,3.8,31,150.0,Yes,No,South Indian,Bannerghatta Road,Bannerghatta Road,3.8,570.0,399.0,171.0,30.0
Manjushree Veg,Quick Bites,3.5,10,150.0,No,No,"South Indian, Chinese",Bannerghatta Road,Bannerghatta Road,3.5,525.0,367.5,157.5,30.0
Manshi Paratha & Pav Bhaji,"Takeaway, Delivery",3.2,6,150.0,Yes,No,"North Indian, Fast Food",HSR,HSR,3.2,480.0,336.0,144.0,30.0
Mantap Ice Cream,Dessert Parlor,3.5,7,200.0,No,No,Desserts,Lavelle Road,Majestic,3.5,700.0,489.99999999999994,210.00000000000006,30.00000000000001
MAP- My Appetite Place,"Takeaway, Delivery",3.8,29,600.0,Yes,No,"North Indian, Italian, Chinese",Bellandur,HSR,3.8,2280.0,1596.0,684.0,30.0
Marahaba,Quick Bites,3.0,7,400.0,Yes,No,"Arabian, Mediterranean","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,3.0,1200.0,840.0,360.0,30.0
Maraheb Restaurant,Casual Dining,4.2,219,1000.0,Yes,No,Arabian,Kalyan Nagar,Kalyan Nagar,4.2,4200.0,2940.0,1260.0,30.0
Marakachi,Casual Dining,3.7,82,600.0,Yes,No,Chettinad,Kammanahalli,Kalyan Nagar,3.7,2220.0,1554.0,666.0,30.0
Maratha Darshan,Quick Bites,4.0,107,400.0,No,No,"Maharashtrian, North Indian",Brigade Road,Cunningham Road,4.0,1600.0,1120.0,480.0,30.0
Marathi Biriyani House,Quick Bites,3.3,6,300.0,Yes,No,"South Indian, Biryani",Brigade Road,Frazer Town,3.3,990.0,693.0,297.0,30.0
Maravanthe,Casual Dining,3.5,12,650.0,Yes,No,"Mangalorean, Seafood",Brigade Road,Brigade Road,3.5,2275.0,1592.5,682.5,30.0
Marenahalli Donne Biriyani,Quick Bites,3.9,259,300.0,Yes,No,"Biryani, Fast Food",Basavanagudi,JP Nagar,3.9,1170.0,819.0,351.0,30.0
Marhaba,Casual Dining,3.6,42,600.0,Yes,No,"Arabian, Mediterranean, North Indian",Kalyan Nagar,Nagawara,3.6,2160.0,1512.0,648.0,30.0
Maria Taste Circle,Casual Dining,3.9,666,450.0,Yes,No,"South Indian, North Indian, Kerala, Seafood",Brookefield,Marathahalli,3.9,1755.0,1228.5,526.5,30.0
Maria's Goan Kitchen,Casual Dining,3.9,391,750.0,Yes,No,"Goan, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,3.9,2925.0,2047.4999999999998,877.5000000000002,30.00000000000001
Marigold Fine Dine Restaurant,Casual Dining,4.0,288,1500.0,No,Yes,"Continental, Asian",Brookefield,Whitefield,4.0,6000.0,4200.0,1800.0,30.0
Mark,"Takeaway, Delivery",3.7,36,500.0,Yes,No,"Andhra, Fast Food",HSR,HSR,3.7,1850.0,1295.0,555.0,30.0
Market Table,Cafe,4.5,546,900.0,No,Yes,"Cafe, Continental, Mediterranean, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,4.5,4050.0,2835.0,1215.0,30.0
Marley's Bistro,Casual Dining,3.9,93,400.0,Yes,No,"Continental, European, Salad, Beverages, Italian, Burger",Electronic City,Electronic City,3.9,1560.0,1092.0,468.0,30.0
Marmaris,Quick Bites,3.8,76,300.0,No,No,"North Indian, Momos",Electronic City,Electronic City,3.8,1140.0,798.0,342.0,30.0
Mars Chicken Delight,Casual Dining,3.7,107,500.0,No,No,"North Indian, Chinese, Biryani, Beverages",Koramangala 4th Block,Koramangala 1st Block,3.7,1850.0,1295.0,555.0,30.0
Martino's,Quick Bites,3.6,30,350.0,No,No,"Italian, Pizza",Koramangala 4th Block,Koramangala 1st Block,3.6,1260.0,882.0,378.0,30.0
Marunadan Kada,Quick Bites,3.3,6,250.0,No,No,"Kerala, Tea","Byresandra,Tavarekere,Madiwala",BTM,3.3,825.0,577.5,247.5,30.0
Maruthi Davangere Benne Dosa,Quick Bites,4.0,17,150.0,Yes,No,South Indian,Banashankari,Banashankari,4.0,600.0,420.0,180.0,30.0
Marwa Family Restaurant,Quick Bites,3.0,8,500.0,No,No,"North Indian, Chinese",Electronic City,Electronic City,3.0,1500.0,1050.0,450.0,30.0
Marwa Restaurant,Casual Dining,3.5,551,600.0,Yes,Yes,"North Indian, Chinese, Fast Food, BBQ",Bannerghatta Road,Bannerghatta Road,3.5,2100.0,1470.0,630.0,30.0
Marwari Basa,Quick Bites,3.1,26,300.0,Yes,No,"Rajasthani, North Indian",Bellandur,Bellandur,3.1,930.0,651.0,279.0,30.0
Mary Cafe,Quick Bites,3.3,17,150.0,No,No,"Chinese, South Indian",Indiranagar,Thippasandra,3.3,495.0,346.5,148.5,30.0
Marzipan @ The Bohemian House,Cafe,4.2,49,700.0,Yes,No,Cafe,Basavanagudi,Richmond Road,4.2,2940.0,2058.0,882.0,30.0
Marzipan Cafe & Bakery,"Cafe, Bakery",4.2,430,700.0,Yes,No,"Cafe, Mediterranean, Bakery, Greek",Indiranagar,Ulsoor,4.2,2940.0,2058.0,882.0,30.0
Masala Central,Quick Bites,3.7,74,300.0,Yes,No,North Indian,Brigade Road,Frazer Town,3.7,1110.0,777.0,333.0,30.0
Masala Chai,"Beverage Shop, Quick Bites",4.1,191,250.0,Yes,No,"Beverages, Fast Food, Tea",Brookefield,Whitefield,4.1,1025.0,717.5,307.5,30.0
Masala Dani - The Paul,Casual Dining,3.7,56,1800.0,No,No,"Mughlai, North Indian",Indiranagar,Domlur,3.7,6660.0,4662.0,1998.0,30.0
Masala Kitchen,Casual Dining,3.0,4,700.0,No,No,North Indian,Lavelle Road,Brigade Road,3.0,2100.0,1470.0,630.0,30.0
Masala Klub - The Taj West End,Fine Dining,4.4,309,4000.0,No,Yes,"North Indian, South Indian",Church Street,Race Course Road,4.4,17600.0,12320.0,5280.0,30.0
Masala Oota,Quick Bites,3.6,79,500.0,Yes,No,"South Indian, Biryani",Brigade Road,Residency Road,3.6,1800.0,1260.0,540.0,30.0
Masala Secret Eat WOW,Quick Bites,3.6,14,300.0,Yes,No,"Street Food, Fast Food, Chinese, Momos",HSR,HSR,3.6,1080.0,756.0,324.0,30.0
Masale Daan,Delivery,3.1,4,350.0,Yes,No,North Indian,Banashankari,Banashankari,3.1,1085.0,759.5,325.5,30.0
Mast Biryani - Fresh Indian Kitchen,Casual Dining,3.5,254,500.0,No,No,"Biryani, North Indian, Mughlai, Fast Food",Marathahalli,Marathahalli,3.5,1750.0,1225.0,525.0,30.0
Mast Biryani - Night Express,Delivery,3.5,17,500.0,No,No,"North Indian, Biryani, Fast Food",Marathahalli,East Bangalore,3.5,1750.0,1225.0,525.0,30.0
Mast Kalandar,Casual Dining,2.1,337,450.0,No,No,North Indian,Bellandur,Bellandur,2.1,945.0,661.5,283.5,30.0
Mast Punjabi,Quick Bites,2.6,231,400.0,Yes,No,"North Indian, Chinese, Rolls, Biryani, Kebab",Banashankari,Kumaraswamy Layout,2.6,1040.0,728.0,312.0,30.0
Mast Punjabi Spice,"Takeaway, Delivery",2.9,34,400.0,Yes,No,North Indian,Electronic City,Electronic City,2.9,1160.0,812.0,348.0,30.0
Master Brothers,Bakery,3.3,7,450.0,Yes,No,"Desserts, Bakery",Brookefield,Whitefield,3.3,1485.0,1039.5,445.5,30.0
Master Chifoo,Casual Dining,3.9,55,800.0,Yes,No,"Chinese, Thai, Momos",Brookefield,Marathahalli,3.9,3120.0,2184.0,936.0,30.0
Masti Masala,Quick Bites,4.0,397,450.0,Yes,No,North Indian,Malleshwaram,Rajajinagar,4.0,1800.0,1260.0,540.0,30.0
Mathsya Darshini,Quick Bites,3.2,57,350.0,No,No,"Seafood, Mangalorean",Brigade Road,Lavelle Road,3.2,1120.0,784.0,336.0,30.0
Matinee Bar & Kitchen,Casual Dining,4.2,340,1700.0,Yes,Yes,"BBQ, Continental, North Indian, Pizza, European",Bellandur,Marathahalli,4.2,7140.0,4998.0,2142.0,30.0
Matka,Casual Dining,3.5,27,700.0,Yes,Yes,"North Indian, Biryani",HSR,HSR,3.5,2450.0,1715.0,735.0,30.0
Matka House,Quick Bites,3.9,391,450.0,Yes,No,"North Indian, Chinese, Continental, Biryani",Marathahalli,Kaggadasapura,3.9,1755.0,1228.5,526.5,30.0
Matru Sagar,Quick Bites,3.6,84,250.0,Yes,No,"South Indian, North Indian, Chinese",Banashankari,Banashankari,3.6,900.0,630.0,270.0,30.0
Matsuri - The Chancery Hotel,"Casual Dining, Bar",4.4,183,1800.0,No,Yes,Japanese,Brigade Road,Lavelle Road,4.4,7920.000000000001,5544.0,2376.000000000001,30.00000000000001
Matsya Loka,Quick Bites,3.6,153,400.0,Yes,No,Seafood,Kalyan Nagar,Nagawara,3.6,1440.0,1007.9999999999999,432.0000000000001,30.00000000000001
Matsya Lunch Home,Quick Bites,3.7,10,400.0,Yes,No,Mangalorean,Malleshwaram,Malleshwaram,3.7,1480.0,1036.0,444.0,30.0
Matteo Coffea,Cafe,4.2,858,600.0,No,No,Cafe,Indiranagar,Indiranagar,4.2,2520.0,1764.0,756.0,30.0
Mavalli Tiffin Room (MTR),Casual Dining,3.7,560,400.0,No,No,South Indian,Whitefield,Whitefield,3.7,1480.0,1036.0,444.0,30.0
Maven Foods,Quick Bites,3.6,12,650.0,No,No,"Continental, North Indian, South Indian",Koramangala 4th Block,Koramangala 4th Block,3.6,2340.0,1638.0,702.0,30.0
Mawa and Co,Bakery,2.8,40,300.0,No,No,"Bakery, Fast Food",Jayanagar,Jayanagar,2.8,840.0,588.0,252.0,30.0
Maxpresso,Cafe,4.1,323,700.0,Yes,No,"Cafe, American, Italian, Beverages",Brigade Road,Koramangala 7th Block,4.1,2869.9999999999995,2008.9999999999995,861.0,30.000000000000004
Mayo N Burger,Quick Bites,3.2,4,250.0,Yes,No,American,Indiranagar,Indiranagar,3.2,800.0,560.0,240.0,30.0
Mayonaise,Cafe,3.8,44,500.0,Yes,No,"Cafe, Continental, Beverages",Kalyan Nagar,Banaswadi,3.8,1900.0,1330.0,570.0,30.0
Mayur,Casual Dining,3.6,18,500.0,No,No,"Andhra, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,3.6,1800.0,1260.0,540.0,30.0
Mayur Veg Restaurant,Quick Bites,2.8,40,250.0,No,No,"South Indian, Chinese, North Indian, Juices",Rajajinagar,Vijay Nagar,2.8,700.0,489.99999999999994,210.00000000000006,30.00000000000001
Mayura 1989,"Casual Dining, Bar",3.7,103,900.0,No,No,"Andhra, Continental, Chinese",Rajajinagar,Rajajinagar,3.7,3330.0,2331.0,999.0,30.0
Mayura Grand,Casual Dining,3.5,20,400.0,No,No,"South Indian, North Indian",Koramangala 4th Block,Koramangala 6th Block,3.5,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
Mayura Grand Pure Veg Restaurant,Casual Dining,2.8,40,600.0,No,No,"North Indian, South Indian, Chinese",Koramangala 4th Block,Koramangala 6th Block,2.8,1680.0,1176.0,504.0,30.0
Mayura Sagar,Quick Bites,3.6,194,250.0,No,No,"Chinese, North Indian, South Indian",Brookefield,Brookefield,3.6,900.0,630.0,270.0,30.0
Mayura Vybhava,Quick Bites,3.1,12,250.0,No,No,"South Indian, North Indian, Chinese, Street Food",Whitefield,Whitefield,3.1,775.0,542.5,232.5,30.0
Mayuri,Casual Dining,2.5,79,700.0,No,No,"Andhra, North Indian, Chinese",New BEL Road,New BEL Road,2.5,1750.0,1225.0,525.0,30.0
Mayuri Multicuisine Restaurant,Casual Dining,3.6,12,500.0,No,No,North Indian,Marathahalli,Marathahalli,3.6,1800.0,1260.0,540.0,30.0
Mazedaar,Quick Bites,3.2,10,300.0,No,No,"North Indian, Chinese",Kalyan Nagar,HBR Layout,3.2,960.0,672.0,288.0,30.0
Maziga,Casual Dining,4.7,292,1500.0,No,No,Modern Indian,Whitefield,Whitefield,4.7,7050.0,4935.0,2115.0,30.0
MBR Dum Biryani County,Quick Bites,3.5,24,150.0,No,No,"Biryani, North Indian",Electronic City,Electronic City,3.5,525.0,367.5,157.5,30.0
Mc Donald's,Quick Bites,3.9,116,500.0,No,No,"Burger, Fast Food",Whitefield,Whitefield,3.9,1950.0,1365.0,585.0,30.0
McDonald's,Quick Bites,2.7,92,500.0,Yes,No,"Burger, Fast Food",Frazer Town,Commercial Street,2.7,1350.0,944.9999999999999,405.0000000000001,30.00000000000001
McDonald's Play Place,Quick Bites,3.7,123,500.0,Yes,No,"Burger, Fast Food",Electronic City,Electronic City,3.7,1850.0,1295.0,555.0,30.0
McLeans Italian Pizzeria,Delivery,3.4,30,500.0,Yes,No,"American, Pizza",Brigade Road,Ejipura,3.4,1700.0,1190.0,510.0,30.0
MDP Coffee House,Quick Bites,3.5,13,200.0,No,No,South Indian,Brigade Road,Commercial Street,3.5,700.0,489.99999999999994,210.00000000000006,30.00000000000001
Me And My Cake,Bakery,3.5,18,500.0,No,No,"Bakery, Desserts",Marathahalli,Marathahalli,3.5,1750.0,1225.0,525.0,30.0
Me N U,Quick Bites,2.8,40,500.0,No,No,"Finger Food, Wraps, Cafe, Continental, Healthy Food",Bannerghatta Road,Bannerghatta Road,2.8,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
Meal & Biryani,Quick Bites,3.6,19,450.0,Yes,No,"Andhra, South Indian","Byresandra,Tavarekere,Madiwala",Bommanahalli,3.6,1620.0,1134.0,486.0,30.0
Meal In A Box,Delivery,3.6,15,300.0,No,No,Street Food,Koramangala 4th Block,Koramangala 7th Block,3.6,1080.0,756.0,324.0,30.0
Meal Square,Delivery,3.2,8,600.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,3.2,1920.0,1344.0,576.0,30.0
MealBox Inc.,Casual Dining,3.9,36,800.0,Yes,No,North Indian,Marathahalli,Marathahalli,3.9,3120.0,2184.0,936.0,30.0
Mealer.in,Delivery,3.5,21,450.0,Yes,No,"North Indian, Biryani",Marathahalli,Marathahalli,3.5,1575.0,1102.5,472.5,30.0
Mealsbaba,"Takeaway, Delivery",3.6,57,400.0,Yes,No,North Indian,Koramangala 5th Block,HSR,3.6,1440.0,1007.9999999999999,432.0000000000001,30.00000000000001
MealsTree,Delivery,3.6,162,400.0,Yes,No,North Indian,Brookefield,Marathahalli,3.6,1440.0,1007.9999999999999,432.0000000000001,30.00000000000001
Meat And Eat,Quick Bites,2.8,39,500.0,Yes,No,"Fast Food, Burger",Bellandur,Sarjapur Road,2.8,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
Meat And Eat (ME),Quick Bites,3.6,97,500.0,No,No,"Fast Food, Burger",Old Airport Road,Old Airport Road,3.6,1800.0,1260.0,540.0,30.0
Meat Up Barbecue & More,Quick Bites,3.7,17,400.0,No,No,"BBQ, Fast Food",Kalyan Nagar,Kalyan Nagar,3.7,1480.0,1036.0,444.0,30.0
Meaza Ginger Multi Cuisine Restaurant,Casual Dining,3.6,91,550.0,Yes,No,"North Indian, Chinese, South Indian, Kerala",Brigade Road,Indiranagar,3.6,1980.0,1386.0,594.0,30.0
Mecaf Family Restaurant,Casual Dining,3.9,214,400.0,Yes,No,"North Indian, Chinese, Fast Food",Basavanagudi,BTM,3.9,1560.0,1092.0,468.0,30.0
Meena's Kitchen,Delivery,3.5,10,400.0,Yes,No,"Continental, North Indian, Mexican",Brookefield,Marathahalli,3.5,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
Meenu Oota Da Maane,Casual Dining,3.0,22,700.0,Yes,No,"Seafood, Mangalorean, Chinese",Indiranagar,Brigade Road,3.0,2100.0,1470.0,630.0,30.0
Meeraa's Beegara Oota,Casual Dining,3.8,258,550.0,Yes,No,"South Indian, Biryani, Chinese",HSR,HSR,3.8,2090.0,1463.0,627.0,30.0
Mega Bite,Casual Dining,3.5,54,1100.0,No,Yes,"North Indian, Chinese, South Indian, Continental",Whitefield,Whitefield,3.5,3850.0,2695.0,1155.0,30.0
Meghana Biriyanis,Quick Bites,3.9,375,400.0,Yes,No,"Andhra, Biryani, South Indian, Chinese",Kalyan Nagar,Nagawara,3.9,1560.0,1092.0,468.0,30.0
Meghana Biryani,Casual Dining,2.3,235,800.0,Yes,No,North Indian,Bellandur,Bellandur,2.3,1839.9999999999998,1287.9999999999998,552.0,30.000000000000004
Meghana Foods,Casual Dining,4.2,1745,750.0,Yes,Yes,"Biryani, Chinese, North Indian, Seafood",Indiranagar,Indiranagar,4.2,3150.0,2205.0,945.0,30.0
Meghana Foods Grand,Casual Dining,4.2,3334,600.0,Yes,No,"Biryani, Seafood, Andhra, North Indian",Bellandur,Marathahalli,4.2,2520.0,1764.0,756.0,30.0
Meghana Grand,Casual Dining,3.5,131,800.0,Yes,No,"Biryani, Andhra",Brookefield,Whitefield,3.5,2800.0,1959.9999999999998,840.0000000000002,30.00000000000001
Mehfil Family Restaurant,Quick Bites,3.0,81,750.0,Yes,No,North Indian,Malleshwaram,Malleshwaram,3.0,2250.0,1575.0,675.0,30.0
Melange - Hotel Ekaa,Casual Dining,3.2,426,900.0,Yes,Yes,"North Indian, Chinese, Continental, Mangalorean",Electronic City,Electronic City,3.2,2880.0,2015.9999999999998,864.0000000000002,30.00000000000001
Melange - Radisson Blu,Fine Dining,4.5,785,2700.0,No,Yes,"North Indian, Continental, Chinese, South Indian",Marathahalli,Marathahalli,4.5,12150.0,8505.0,3645.0,30.0
Mel's Korner,Quick Bites,3.7,95,500.0,No,No,Fast Food,Lavelle Road,Church Street,3.7,1850.0,1295.0,555.0,30.0
Melt,Casual Dining,4.0,115,1000.0,No,No,"Continental, Steak, Fast Food","Byresandra,Tavarekere,Madiwala",BTM,4.0,4000.0,2800.0,1200.0,30.0
Melt - Eden Park,Casual Dining,4.0,347,1000.0,Yes,Yes,"North Indian, Chinese, Thai, Mughlai, Seafood",Bannerghatta Road,JP Nagar,4.0,4000.0,2800.0,1200.0,30.0
Melting Melodies,Bakery,2.8,40,300.0,No,No,Bakery,Banashankari,Banashankari,2.8,840.0,588.0,252.0,30.0
Melting Pot at Woodrose,Quick Bites,3.7,19,800.0,Yes,No,North Indian,Bannerghatta Road,JP Nagar,3.7,2960.0,2072.0,888.0,30.0
Melting Spot,"Cafe, Dessert Parlor",4.0,134,600.0,No,No,"Cafe, Desserts, Beverages, Italian",Indiranagar,Indiranagar,4.0,2400.0,1680.0,720.0,30.0
Memories of China - Taj MG Road Bengaluru,Fine Dining,4.3,449,3000.0,No,Yes,"Chinese, Momos",Brigade Road,MG Road,4.3,12900.0,9030.0,3870.0,30.0
Meraki Patisserie,Bakery,3.3,6,350.0,No,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",Jayanagar,3.3,1155.0,808.5,346.5,30.0
Meridian South - A Pure Vegetarian Restaurant,Casual Dining,2.8,40,600.0,No,No,"North Indian, South Indian, Chinese",Electronic City,Electronic City,2.8,1680.0,1176.0,504.0,30.0
Mesa Deli - Svenska Design Hotel,Casual Dining,3.2,9,600.0,Yes,Yes,"North Indian, Italian",Electronic City,Electronic City,3.2,1920.0,1344.0,576.0,30.0
Mesa Lounge Bar - Svenska Design Hotel,Lounge,3.5,49,1500.0,No,Yes,"North Indian, Pizza, Asian, Italian",Electronic City,Electronic City,3.5,5250.0,3674.9999999999995,1575.0000000000005,30.00000000000001
Messy Bowl,Quick Bites,3.5,73,500.0,No,No,"Fast Food, Beverages",Jayanagar,Banashankari,3.5,1750.0,1225.0,525.0,30.0
Messy Eats,"Bakery, Dessert Parlor",3.9,133,500.0,No,No,"Bakery, Desserts",Malleshwaram,New BEL Road,3.9,1950.0,1365.0,585.0,30.0
Messy's,Quick Bites,3.8,108,400.0,Yes,No,Fast Food,Electronic City,Electronic City,3.8,1520.0,1064.0,456.0,30.0
Metrolicious,"Takeaway, Delivery",3.5,38,400.0,Yes,No,"North Indian, Chinese, Biryani",Whitefield,Whitefield,3.5,1400.0,979.9999999999999,420.0000000000001,30.00000000000001
Mexican Burrito,"Takeaway, Delivery",4.0,160,450.0,No,No,"Mexican, Fast Food",New BEL Road,Sahakara Nagar,4.0,1800.0,1260.0,540.0,30.0
Mexican Taste,"Takeaway, Delivery",3.3,9,200.0,Yes,No,"Fast Food, Burger, Rolls, Salad",Malleshwaram,New BEL Road,3.3,660.0,461.99999999999994,198.00000000000006,30.00000000000001
MG's Fine Dining & Bar - Springs Hotel & Spa,Casual Dining,3.8,21,800.0,No,Yes,"North Indian, Asian, Continental",Basavanagudi,Basavanagudi,3.8,3040.0,2128.0,912.0,30.0
Mid Night Hunting,"Takeaway, Delivery",3.7,127,300.0,Yes,No,"Fast Food, Italian","Byresandra,Tavarekere,Madiwala",Ejipura,3.7,1110.0,777.0,333.0,30.0
Midas Touch,Bakery,3.2,19,300.0,No,No,"Bakery, Fast Food, Desserts",Brookefield,Brookefield,3.2,960.0,672.0,288.0,30.0
Mid-Night Crunch,"Takeaway, Delivery",3.6,455,400.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR,3.6,1440.0,1007.9999999999999,432.0000000000001,30.00000000000001
Midnight Eats,Delivery,3.0,114,500.0,Yes,No,"North Indian, Chinese",Brigade Road,Frazer Town,3.0,1500.0,1050.0,450.0,30.0
Midnight Express,"Takeaway, Delivery",2.8,26,650.0,No,No,"North Indian, Chinese, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,2.8,1819.9999999999998,1273.9999999999998,546.0,30.000000000000004
Midnight Food Point,Delivery,2.7,37,500.0,Yes,No,"North Indian, Chinese, Mughlai, Biryani",Kalyan Nagar,Kalyan Nagar,2.7,1350.0,944.9999999999999,405.0000000000001,30.00000000000001
Midnight Hunger Project,Delivery,3.2,6,300.0,No,No,"North Indian, South Indian, Chinese",New BEL Road,New BEL Road,3.2,960.0,672.0,288.0,30.0
